conference,gender,name,image_urls,year
OSCON,male,Brian Wylie,,2011
OSCON,male,Brock Whitten,,2009
OSCON,male,Bruce Eckel,,2013
OSCON,male,Bruce Johnson,,2006
OSCON,male,Bruce Lawson,,2009
OSCON,male,Bruce Martin,,2001
OSCON,male,Bruce Momjian,,2002
OSCON,male,Bruce Momjian,,2003
OSCON,male,Bruce Momjian,,2004
OSCON,male,Bruce Momjian,,2005
OSCON,male,Bruce Momjian,,2008
OSCON,male,Bruce Momjian,,2009
OSCON,male,Bruce Momjian,,2010
OSCON,male,Bruce Momjian,,2012
OSCON,male,Bruce Perens,,2001
OSCON,male,Bruce Perens,,2002
OSCON,male,Bruce Sterling,,2002
OSCON,male,Bruce Stewart,,2004
OSCON,male,Bruce Walker,,2003
OSCON,male,Bruno Cornec,,2008
OSCON,male,Bruno Ferreira de Souza,,2004
OSCON,male,Bruno Souza,,2007
OSCON,male,Bruno Souza,,2008
OSCON,male,Bryan Call,,2011
OSCON,male,Bryan Cantrill,,2005
OSCON,male,Bryan Field-Elliot,,2004
OSCON,male,Bryan George,,2001
OSCON,male,Bryan O'Sullivan,,2006
OSCON,male,Bryan O'Sullivan,,2008
OSCON,male,Bryan O'Sullivan,,2009
OSCON,male,Bryan Pellom,,2001
OSCON,male,Bryan Sivak,,2010
OSCON,male,Bryan  Smith,,2010
OSCON,male,Bryan  Smith,,2011
OSCON,male,Bryan  Smith,,2014
OSCON,male,Bryan Thompson,,2008
OSCON,male,Bryant Patten,,2009
OSCON,male,Bryant Patten,,2010
OSCON,male,Bryant Patten,,2011
OSCON,male,Byron Ruth,,2013
OSCON,male,Byron Sebastian,,2005
OSCON,male,C. Aaron Cois,,2014
OSCON,male,Caleb Madrigal,,2013
OSCON,male,Calvin Sun,,2012
OSCON,male,Calvin Sun,,2013
OSCON,male,Carl Leitner,,2010
OSCON,male,Carl Malamud,,2002
OSCON,male,Carl Malamud,,2006
OSCON,male,Carlos Andreu,,2012
OSCON,male,Carlos de la Guardia,,2001
OSCON,male,Carlos de la Guardia,,2011
OSCON,male,Carlos Souza,,2011
OSCON,male,Carlos Souza,,2012
OSCON,male,Carl Quinn,,2014
OSCON,male,Carl Reed,,2001
OSCON,male,Carl Rendell,,2002
OSCON,male,Carsten Book,,2008
OSCON,male,Cédric  Thomas,,2013
OSCON,male,Chad Dickerson,,2006
OSCON,male,Chad Fowler,,2004
OSCON,male,Chander Ganesan,,2009
OSCON,male,Chander Ganesan,,2010
OSCON,male,Charles Bell,,2011
OSCON,male,Charles Bell,,2012
OSCON,male,Charles Lamb,,2006
OSCON,male,Charles McLaughlin,,2011
OSCON,male,Charles Nutter,,2010
OSCON,male,Chase Douglas,,2011
OSCON,male,Chet Haase,,2007
OSCON,male,Chip Pettibone,,2005
OSCON,male,Chip Salzenberg,,2006
OSCON,male,Christer Edwards,,2008
OSCON,male,Christian Cheline,,2004
OSCON,male,Christian Gross,,2003
OSCON,male,Christian Jacobsen,,2010
OSCON,male,Christian Lahti,,2004
OSCON,male,Christian Lahti,,2005
OSCON,male,Christian Ternus,,2014
OSCON,male,Christian Wenz,,2004
OSCON,male,Christian Wenz,,2006
OSCON,male,Christian Widmer,,2001
OSCON,male,Christophe Pettus,,2010
OSCON,male,Christophe Pettus,,2011
OSCON,male,Christophe Pettus,,2012
OSCON,male,Christophe Pettus,,2013
OSCON,male,Christopher Bertels,,2010
OSCON,male,Christopher Browne,,2005
OSCON,male,Christopher Browne,,2006
OSCON,male,Christopher Chedeau,,2014
OSCON,male,Christopher Clark,,2012
OSCON,male,Christopher Clark,,2013
OSCON,male,Christopher Green,,2012
OSCON,male,Christopher Grill,,2001
OSCON,male,Christopher Haddad,,2004
OSCON,male,Christopher Helm,,2014
OSCON,male,Christopher Jones,,2006
OSCON,male,Christopher Judd,,2003
OSCON,male,Christopher Judd,,2005
OSCON,male,Christopher Neugebauer,,2011
OSCON,male,Christopher Neugebauer,,2012
OSCON,male,Christopher Neugebauer,,2013
OSCON,male,Christopher Neugebauer,,2014
OSCON,male,Christopher Schmitt,,2011
OSCON,male,Christopher Swenson,,2012
OSCON,male,Christopher Webber,,2012
OSCON,male,Chuck Hagenbuch,,2001
OSCON,male,Chuck Hagenbuch,,2002
OSCON,male,Clay Johnson,,2009
OSCON,male,Clay Loveless,,2010
OSCON,male,Clayton Aynesworth,,2013
OSCON,male,Clayton Trotter,,2013
OSCON,male,Cliff Schmidt,,2004
OSCON,male,Cliff Schmidt,,2006
OSCON,male,Cliff Schmidt,,2008
OSCON,male,Clint Byrum,,2011
OSCON,male,Clinton Dreisbach,,2014
OSCON,male,Clinton Gormley,,2013
OSCON,male,Clinton N. Dreisbach,,2008
OSCON,male,Clinton N. Dreisbach,,2011
OSCON,male,Clinton N. Dreisbach,,2012
OSCON,male,Clinton Nixon,,2007
OSCON,male,Clint Talbert,,2008
OSCON,male,Clint Talbert,,2009
OSCON,male,Clive Boughton,,2004
OSCON,male,Cole Crawford,,2011
OSCON,male,Colin Charles,,2014
OSCON,male,Colin Evans,,2008
OSCON,male,Colin Evans,,2009
OSCON,male,Colin McCabe,,2013
OSCON,male,Colin Miller,,2011
OSCON,male,Connor Doyle,,2014
OSCON,male,Cooper Stevenson,,2012
OSCON,male,Cornelius Willis,,2005
OSCON,male,Craig E. Rasmussen,,2007
OSCON,male,Craig Kerstiens,,2012
OSCON,male,Craig Kitterman,,2011
OSCON,male,Craig Lamparter,,2006
OSCON,male,Craig L Russell,,2012
OSCON,male,Craig McLane,,2003
OSCON,male,Craig Mundie,,2001
OSCON,male,Craig Russell,,2006
OSCON,male,Cullen Jennings,,2001
OSCON,male,Curtis D. Edge,,2006
OSCON,male,"Curtis ""Ovid"" Poe",,2005
OSCON,male,Curtis Poe,,2010
OSCON,male,Curtis Poe,,2014
OSCON,male,Curt Tilmes,,2008
OSCON,male,Dalibor Topic,,2008
OSCON,male,Damian Conway,,2001
OSCON,male,Damian Conway,,2002
OSCON,male,Damian Conway,,2003
OSCON,male,Damian Conway,,2004
OSCON,male,Damian Conway,,2005
OSCON,male,Damian Conway,,2006
OSCON,male,Damian Conway,,2008
OSCON,male,Damian Conway,,2009
OSCON,male,Damian Conway,,2011
OSCON,male,Damian Conway,,2012
OSCON,male,Damian Conway,,2013
OSCON,male,Damian Conway,,2014
OSCON,male,Damien Seguy,,2008
OSCON,male,Damien Seguy,,2009
OSCON,male,Damien Seguy,,2011
OSCON,male,Damon Edwards,,2010
OSCON,male,Dan Allen,,2013
OSCON,male,Dan Allen,,2014
OSCON,male,Dan Bentley,,2010
OSCON,male,Dan Bentley,,2012
OSCON,male,Dan Bode,,2012
OSCON,male,Dan Brian,,2001
OSCON,male,Dan Brian,,2002
OSCON,male,Dan Brian,,2005
OSCON,male,Dan Bruns,,2003
OSCON,male,Dan Diephouse,,2006
OSCON,male,Dan Diephouse,,2009
OSCON,male,Dane Springmeyer,,2012
OSCON,male,Dan Gillmor,,2013
OSCON,male,Daniel Austin,,2001
OSCON,male,Daniel Berlin,,2007
OSCON,male,Daniel Haas,,2011
OSCON,male,Daniel Hinojosa,,2012
OSCON,male,Daniel Holmlund,,2011
OSCON,male,Daniel Jacobson,,2008
OSCON,male,Daniel Jacobson,,2010
OSCON,male,Daniel Jacobson,,2011
OSCON,male,Daniel Jacobson,,2013
OSCON,male,Daniel Jacobson,,2014
OSCON,male,Daniel Kushner,,2004
OSCON,male,Daniel Maher,,2013
OSCON,male,Daniel McCurdy,,2009
OSCON,male,Daniel Ravicher,,2003
OSCON,male,Daniel Spiewak,,2010
OSCON,male,Daniel Spiewak,,2011
OSCON,male,Daniel Veillard,,2002
OSCON,male,Daniel V. Klein,,2008
OSCON,male,Danilo Zekovic,,2014
OSCON,male,Dan Kogai,,2005
OSCON,male,Dan Kuykendall,,2001
OSCON,male,Dan Kuykendall,,2002
OSCON,male,Dan Langille,,2007
OSCON,male,Dan Melton,,2011
OSCON,male,Dan Menard,,2012
OSCON,male,Dan Morrill,,2010
OSCON,male,Dan Mosedale,,2005
OSCON,male,Dan Mosedale,,2008
OSCON,male,Dan Mosedale,,2009
OSCON,male,Danny Hillis,,2012
OSCON,male,Danny O'Brien,,2009
OSCON,male,Danny Yuan,,2014
OSCON,male,Dan Peterson,,2010
OSCON,male,Dan Scott,,2005
OSCON,male,Dan Sugalski,,2001
OSCON,male,Dan Sugalski,,2002
OSCON,male,Dan Sugalski,,2003
OSCON,male,Dan Sugalski,,2004
OSCON,male,Dan Veditz,,2005
OSCON,male,Dan Woods,,2005
OSCON,male,Dan York,,2008
OSCON,male,Dan York,,2009
OSCON,male,Dan York,,2011
OSCON,male,Darren Duncan,,2008
OSCON,male,Darren Hoch,,2007
OSCON,male,Darren Hoch,,2008
OSCON,male,Darren Hoch,,2009
OSCON,male,Darren Johnson,,2002
OSCON,male,Darren R. Davis,,2005
OSCON,male,Darren Shepherd,,2012
OSCON,male,Dave Bradley,,2006
OSCON,male,Dave Camp,,2005
OSCON,male,Dave Carvell,,2001
OSCON,male,Dave Cross,,2001
OSCON,male,Dave Cross,,2002
OSCON,male,Dave Dargo,,2003
OSCON,male,Dave Freeman,,2012
OSCON,male,Dave Gebhart,,2007
OSCON,male,Dave Geller,,2010
OSCON,male,Dave Glowacki,,2008
OSCON,male,Dave Gruber,,2012
OSCON,male,Dave Herman,,2013
OSCON,male,Dave Himrod,,2013
OSCON,male,Dave Hoover,,2008
OSCON,male,Dave Jones,,2007
OSCON,male,Dave Klein,,2010
OSCON,male,Dave  McIlhagga,,2008
OSCON,male,Dave Neary,,2009
OSCON,male,Dave Neary,,2011
OSCON,male,Dave Neary,,2012
OSCON,male,Dave Neary,,2013
OSCON,male,Dave Quigley,,2013
OSCON,male,Dave Quigley,,2014
OSCON,male,Dave Revell,,2012
OSCON,male,Dave Rosenberg,,2006
OSCON,male,Dave Smith,,2003
OSCON,male,Dave Smith,,2005
OSCON,male,Dave  Stewart,,2008
OSCON,male,Dave Thomas,,2003
OSCON,male,Dave Thomas,,2005
OSCON,male,Dave Thomas,,2006
OSCON,male,Dave Winer,,2002
OSCON,male,Dave Wolber,,2011
OSCON,male,Dave Zarzycki,,2005
OSCON,male,David Aldrich,,2001
OSCON,male,David Allen,,2004
OSCON,male,David Ascher,,2001
OSCON,male,David Ascher,,2005
OSCON,male,David Ascher,,2008
OSCON,male,David Ascher,,2009
OSCON,male,David Avital,,2010
OSCON,male,David Axmark,,2001
OSCON,male,David Axmark,,2002
OSCON,male,David Axmark,,2003
OSCON,male,David Axmark,,2004
OSCON,male,David Ballenger,,2004
OSCON,male,David Beazley,,2001
OSCON,male,David Bitton,,2006
OSCON,male,David Blevins,,2001
OSCON,male,David Boswell,,2007
OSCON,male,David Brewer,,2008
OSCON,male,David Bryan,,2008
OSCON,male,David Bushong,,2006
OSCON,male,David Castro,,2012
OSCON,male,David Copeland,,2011
OSCON,male,David Copeland,,2012
OSCON,male,David Dooling,,2009
OSCON,male,David Eaves,,2012
OSCON,male,David Elfi,,2010
OSCON,male,David Elfi,,2013
OSCON,male,David Fetter,,2003
OSCON,male,David Fetter,,2007
OSCON,male,David Fetter,,2009
OSCON,male,David Geary,,2012
OSCON,male,David G. Halsted,,2001
OSCON,male,David Golden,,2010
OSCON,male,David Golden,,2012
OSCON,male,David Goodger,,2007
OSCON,male,David Gravereaux,,2001
OSCON,male,David Gray,,2008
OSCON,male,David Heinemeier Hansson,,2005
OSCON,male,David Kale,,2010
OSCON,male,David Kobia,,2012
OSCON,male,David LaPalomento,,2007
OSCON,male,David LaPalomento,,2008
OSCON,male,"David ""Lefty"" Schlesinger",,2008
OSCON,male,David Maxwell,,2007
OSCON,male,David Maxwell,,2008
OSCON,male,David Maxwell,,2009
OSCON,male,David McCorkhill,,2003
OSCON,male,David Mertz,,2006
OSCON,male,David Mertz,,2007
OSCON,male,David Mertz,,2012
OSCON,male,David Miner,,2009
OSCON,male,David Mirza,,2011
OSCON,male,David Nalley,,2012
OSCON,male,David N. Blank-Edelman,,2001
OSCON,male,David N. Blank-Edelman,,2002
OSCON,male,David N. Blank-Edelman,,2003
OSCON,male,David N. Blank-Edelman,,2004
OSCON,male,David O'Flynn,,2008
OSCON,male,David Pacheco,,2012
OSCON,male,David Patrick,,2004
OSCON,male,David Percy,,2007
OSCON,male,David Pollak,,2010
OSCON,male,David Preston,,2012
OSCON,male,David Recordon,,2006
OSCON,male,David Recordon,,2007
OSCON,male,David Recordon,,2008
OSCON,male,David Recordon,,2009
OSCON,male,David Recordon,,2010
OSCON,male,David Recordon,,2011
OSCON,male,David Richards,,2011
OSCON,male,David  Riley,,2010
OSCON,male,David Riley,,2011
OSCON,male,David Rolsky,,2001
OSCON,male,David Rolsky,,2003
OSCON,male,David Rolsky,,2004
OSCON,male,David R. Skok,,2006
OSCON,male,David Rumsey,,2004
OSCON,male,David Salch,,2005
OSCON,male,David Schweikert,,2001
OSCON,male,David Sklar,,2003
OSCON,male,David Sklar,,2004
OSCON,male,David Sklar,,2005
OSCON,male,David Sklar,,2006
OSCON,male,David Sklar,,2013
OSCON,male,David Smith,,2009
OSCON,male,David Stutz,,2001
OSCON,male,David Stutz,,2002
OSCON,male,David Stutz,,2003
OSCON,male,David Temkin,,2006
OSCON,male,David Turner,,2004
OSCON,male,David Uhlman,,2005
OSCON,male,David Uhlman,,2010
OSCON,male,David Uhlman,,2011
OSCON,male,David Uhlman,,2013
OSCON,male,David Uhlman,,2014
OSCON,male,David Van Couvering,,2006
OSCON,male,David Verba,,2007
OSCON,male,David Vice,,2001
OSCON,male,David Welton,,2007
OSCON,male,David Wheeler,,2004
OSCON,male,David Wheeler,,2005
OSCON,male,David Wheeler,,2006
OSCON,male,David Wheeler,,2009
OSCON,male,David Wheeler,,2010
OSCON,male,David Whiles,,2010
OSCON,male,David Wiley,,2008
OSCON,male,David Winterbottom,,2012
OSCON,male,David Young,,2002
OSCON,male,David Zygmont,,2004
OSCON,male,Dean Wampler,,2010
OSCON,male,Dean Wampler,,2011
OSCON,male,Dejan Bosanac,,2013
OSCON,male,Denis Kenzior,,2009
OSCON,male,Dennis Allison,,2003
OSCON,male,Derek Collison,,2011
OSCON,male,Derek Gottfrid,,2007
OSCON,male,Derek Gottfrid,,2008
OSCON,male,Derek Gottfrid,,2009
OSCON,male,Derek Keats,,2008
OSCON,male,Derek Ritz,,2012
OSCON,male,Derek Sorkin,,2014
OSCON,male,Dick Hardt,,2001
OSCON,male,Dick Hardt,,2005
OSCON,male,Diego Torres Milano,,2012
OSCON,male,Dimitri Fontaine,,2013
OSCON,male,Dion Hinchcliffe,,2010
OSCON,male,Dirk Elmendorf,,2004
OSCON,male,Dirk Hohndel,,2007
OSCON,male,Dirk Hohndel,,2008
OSCON,male,Dirk Hohndel,,2009
OSCON,male,Dirk Hohndel,,2010
OSCON,male,Dirk-Willem van Gulik,,2002
OSCON,male,Donald Smith,,2009
OSCON,male,Donald Smith,,2010
OSCON,male,Don Box,,2001
OSCON,male,Don Porter,,2001
OSCON,male,Don Thibeau,,2010
OSCON,male,Doug Cutting,,2004
OSCON,male,Doug Cutting,,2005
OSCON,male,Doug Cutting,,2007
OSCON,male,Doug Gaff,,2013
OSCON,male,Doug Judd,,2008
OSCON,male,Douglas Crockford,,2009
OSCON,male,Douglas Shand,,2005
OSCON,male,Doug MacEachern,,2001
OSCON,male,Doug MacEachern,,2006
OSCON,male,Doug Schepers,,2013
OSCON,male,Doug Tidwell,,2001
OSCON,male,Doug Tidwell,,2002
OSCON,male,Doug Tidwell,,2003
OSCON,male,Doug Tidwell,,2010
OSCON,male,Dr. Edgar David Villanueva N��ez,,2002
OSCON,male,Drew Engelson,,2012
OSCON,male,Dr. Fredo Sartori,,2002
OSCON,male,D. Richard Hipp,,2004
OSCON,male,D. Richard Hipp,,2005
OSCON,male,D. Richard Hipp,,2006
OSCON,male,Dries Buytaert,,2005
OSCON,male,Dries Buytaert,,2010
OSCON,male,Dr.  Larry Ponemon,,2001
OSCON,male,Dr. Nic Williams,,2013
OSCON,male,Dr. Richard Sevenich,,2001
OSCON,male,Dr. Tim Maher,,2001
OSCON,male,Dr. Tim Maher,,2003
OSCON,male,Dru Lavigne,,2007
OSCON,male,Dr. Urban A. LeJeune,,2001
OSCON,male,Duane Nickull,,2008
OSCON,male,Duane Wessels,,2002
OSCON,male,Dustin Black,,2012
OSCON,male,Dustin Puryear,,2002
OSCON,male,Dustin Whittle,,2011
OSCON,male,Dustin Whittle,,2014
OSCON,male,Ean Schuessler,,2007
OSCON,male,Edd Dumbill,,2004
OSCON,male,Edd Dumbill,,2005
OSCON,male,Edd Dumbill,,2008
OSCON,male,Edd Dumbill,,2009
OSCON,male,Edd Dumbill,,2010
OSCON,male,Edd Dumbill,,2011
OSCON,male,Edd Dumbill,,2012
OSCON,male,Edd Dumbill,,2013
OSCON,male,Eduardo Jezierski,,2012
OSCON,male,Eduardo Pelegri-Llopart,,2011
OSCON,male,Edward Cable,,2013
OSCON,male,Edward Finkler,,2008
OSCON,male,Edward Finkler,,2009
OSCON,male,Edward Finkler,,2013
OSCON,male,Edward Moy,,2004
OSCON,male,Edward Snajder,,2012
OSCON,male,Edward Snajder,,2013
OSCON,male,Edward Zborowski,,2001
OSCON,male,Eero Teerikorpi,,2005
OSCON,male,Elijah Insua,,2011
OSCON,male,Eliot Graff,,2013
OSCON,male,Emil Eifrem,,2009
OSCON,male,Emil Eifrem,,2010
OSCON,male,Eran Hammer-Lahav,,2011
OSCON,male,Eric Allam,,2011
OSCON,male,Eric Arenson,,2011
OSCON,male,Eric Baldeschwieler,,2007
OSCON,male,Eric Butler,,2014
OSCON,male,Eric David,,2007
OSCON,male,Eric Day,,2009
OSCON,male,Eric Day,,2010
OSCON,male,Eric Day,,2011
OSCON,male,Eric Evans,,2010
OSCON,male,Eric Hammond,,2009
OSCON,male,Eric Holscher,,2011
OSCON,male,Eric Jones,,2001
OSCON,male,Eric Jones,,2002
OSCON,male,Eric Jones,,2003
OSCON,male,Eric Lease Morgan,,2001
OSCON,male,Eric Mandel,,2009
OSCON,male,Eric Miller,,2013
OSCON,male,Eric Mittelette,,2014
OSCON,male,Eric Murphy,,2001
OSCON,male,Eric Prud'hommeaux,,2002
OSCON,male,Eric Pugh,,2007
OSCON,male,Eric Raymond,,2004
OSCON,male,Eric Redmond,,2013
OSCON,male,Eric Schmidt,,2001
OSCON,male,Eric Schwartz,,2004
OSCON,male,Eric Sink,,2010
OSCON,male,Eric Sink,,2011
OSCON,male,Eric Torreborre,,2010
OSCON,male,Eric Tschetter,,2014
OSCON,male,Eric van der Vlist,,2001
OSCON,male,Eric van der Vlist,,2002
OSCON,male,Eric van der Vlist,,2003
OSCON,male,Eric van der Vlist,,2004
OSCON,male,Eric van der Vlist,,2011
OSCON,male,Eric Wastl,,2012
OSCON,male,Eric Wilhelm,,2007
OSCON,male,Eric Wilhelm,,2008
OSCON,male,Eric Wilhelm,,2009
OSCON,male,Eric Wilhelm,,2010
OSCON,male,Eric Wilhelm,,2011
OSCON,male,Eric Wilhelm,,2012
OSCON,male,Eric Wilhelm,,2014
OSCON,male,Eric Wills,,2012
OSCON,male,Erik Bernhardsson,,2013
OSCON,male,Erik Carlin,,2009
OSCON,male,Erik Hatcher,,2003
OSCON,male,Erik Hatcher,,2004
OSCON,male,Erik Hatcher,,2005
OSCON,male,Erik Hatcher,,2011
OSCON,male,Erik Hatcher,,2013
OSCON,male,Erik Kastner,,2011
OSCON,male,Erik Kastner,,2012
OSCON,male,Erik Logan,,2003
OSCON,male,Erik Meijer,,2009
OSCON,male,Erik Meijer,,2010
OSCON,male,Erik Onnen,,2012
OSCON,male,Erik Rose,,2014
OSCON,male,Ernest Prabhakar,,2002
OSCON,male,Ethan Dereszynski,,2014
OSCON,male,Ethan Phelps-Goodman,,2011
OSCON,male,Evan Eustace,,2012
OSCON,male,Evan Lenz,,2005
OSCON,male,Evan Prodromou,,2008
OSCON,male,Evan Prodromou,,2009
OSCON,male,Evan Prodromou,,2010
OSCON,male,Evan Prodromou,,2011
OSCON,male,Everett Toews,,2013
OSCON,male,Ewan Birney,,2002
OSCON,male,Ewan Mellor,,2011
OSCON,male,Fabien Pinckaers,,2011
OSCON,male,Fabio Arciniegas,,2001
OSCON,male,Fabio Arciniegas,,2004
OSCON,male,Fabio  Da Cunha,,2010
OSCON,male,Faisal Abid,,2013
OSCON,male,Faisal Abid,,2014
OSCON,male,Federico Lucifredi,,2009
OSCON,male,Federico Lucifredi,,2010
OSCON,male,Federico Lucifredi,,2011
OSCON,male,Federico Lucifredi,,2012
OSCON,male,Federico Lucifredi,,2013
OSCON,male,Filip Maj,,2010
OSCON,male,Filip Maj,,2011
OSCON,male,Florian Cramer,,2010
OSCON,male,Florian Haas,,2012
OSCON,male,Florian Haas,,2013
OSCON,male,Florian Haas,,2014
OSCON,male,Franc Brglez,,2001
OSCON,male,Francesc Campoy Flores,,2013
OSCON,male,Francesc Campoy Flores,,2014
OSCON,male,Francesco Cesarini,,2008
OSCON,male,Francesco Cesarini,,2009
OSCON,male,Francesco Cesarini,,2010
OSCON,male,Francesco Cesarini,,2011
OSCON,male,Francesco Cesarini,,2013
OSCON,male,Francisco Palm,,2006
OSCON,male,Francisco Souza,,2014
OSCON,male,Francisco Tolmasky,,2010
OSCON,male,Francis Potter,,2011
OSCON,male,Frank Frankovsky,,2011
OSCON,male,Frank Frankovsky,,2012
OSCON,male,Frank Kromann,,2001
OSCON,male,Frank Rego,,2007
OSCON,male,Frank Rego,,2010
OSCON,male,Frank Wiles,,2010
OSCON,male,Fred Baker,,2001
OSCON,male,Frederic Berg,,2014
OSCON,male,Fred McLain,,2007
OSCON,male,Fredrik Jonsson,,2008
OSCON,male,Fred Smith,,2014
OSCON,male,Fred Trotter,,2010
OSCON,male,Fred Trotter,,2011
OSCON,male,Fred Trotter,,2012
OSCON,male,Fred Trotter,,2013
OSCON,male,Freeman Dyson,,2004
OSCON,male,Gabe Zichermann,,2011
OSCON,male,Gareth Greenaway,,2011
OSCON,male,Garrett Conaty,,2004
OSCON,male,Garrett Conaty,,2005
OSCON,male,Garrett Honeycutt,,2011
OSCON,male,garrett honeycutt,,2013
OSCON,male,Garrett Rooney,,2004
OSCON,male,Garrett Rooney,,2005
OSCON,male,Garrett Rooney,,2006
OSCON,male,Garrett Serack,,2010
OSCON,male,Garrett Serack,,2011
OSCON,male,Garrett Smith,,2012
OSCON,male,Garrett Smith,,2013
OSCON,male,Garrett Smith,,2014
OSCON,male,Garth Braithwaite,,2014
OSCON,male,Garth Webb,,2007
OSCON,male,Gary Bradski,,2007
OSCON,male,Gary Frost,,2012
OSCON,male,Gary Lang,,2006
OSCON,male,Gary Long,,2007
OSCON,male,Gary Poster,,2009
OSCON,male,Gautam Guliani,,2005
OSCON,male,Gautam Mulchandani,,2013
OSCON,male,Gavin Doughtie,,2006
OSCON,male,Gavin Doughtie,,2008
OSCON,male,Gavin M. Roy,,2001
OSCON,male,Gavin M. Roy,,2002
OSCON,male,Gavin Sherry,,2002
OSCON,male,Geir Magnusson,,2005
OSCON,male,Geir Magnusson,,2006
OSCON,male,Geoffrey Speicher,,2002
OSCON,male,Geoffrey Young,,2001
OSCON,male,Geoffrey Young,,2002
OSCON,male,Geoffrey Young,,2003
OSCON,male,Geoffrey Young,,2004
OSCON,male,Geoffrey Young,,2005
OSCON,male,Geoffrey Young,,2006
OSCON,male,Geoff Zeiss,,2007
OSCON,male,Geoff Zeiss,,2008
OSCON,male,George Belotsky,,2008
OSCON,male,George  Conard,,2008
OSCON,male,George DeMet,,2012
OSCON,male,George Dunlap,,2012
OSCON,male,George Dyson,,2003
OSCON,male,George Dyson,,2004
OSCON,male,George Essig,,2004
OSCON,male,George Fitch,,2001
OSCON,male,George Reese,,2010
OSCON,male,George Schlossnagle,,2004
OSCON,male,George Schlossnagle,,2005
OSCON,male,George Schlossnagle,,2006
OSCON,male,George Schlossnagle,,2007
OSCON,male,Gerald Bortis,,2010
OSCON,male,Gerald Lester,,2001
OSCON,male,Gerald Richter,,2001
OSCON,male,Gerald Richter,,2002
OSCON,male,Gerardo Capiel,,2012
OSCON,male,Gerardo Capiel,,2013
OSCON,male,Gerardo Narvaja,,2011
OSCON,male,Gian Merlino,,2014
OSCON,male,Gilad Bracha,,2010
OSCON,male,Gil Elbaz,,2012
OSCON,male,Giles Bowkett,,2007
OSCON,male,Gisle Aas,,2001
OSCON,male,Giuseppe Maxia,,2008
OSCON,male,Giuseppe Maxia,,2010
OSCON,male,Glen Martin,,2005
OSCON,male,Glenn Gebhart,,2011
OSCON,male,Glenn Vanderburg,,2002
OSCON,male,Glenn Vanderburg,,2005
OSCON,male,Glenn Vanderburg,,2007
OSCON,male,Glen Wiley,,2014
OSCON,male,Gopal Vijayaraghavan,,2007
OSCON,male,Gopal Vijayaraghavan,,2008
OSCON,male,Gopal Vijayaraghavan,,2011
OSCON,male,Gordon Guthrie,,2014
OSCON,male,Gordon Mohr,,2008
OSCON,male,Graeme Merrall,,2001
OSCON,male,Graham Barr,,2001
OSCON,male,Graham Kelly,,2009
OSCON,male,Graham Weldon,,2010
OSCON,male,Grant J. Munsey,,2001
OSCON,male,Grant McLean,,2005
OSCON,male,Grant Shipley,,2013
OSCON,male,Greg Biggers,,2011
OSCON,male,Greg Brockman,,2012
OSCON,male,Greg Bulmash,,2014
OSCON,male,Greg Elin,,2009
OSCON,male,Gregg Pollack,,2008
OSCON,male,Gregg Pollack,,2010
OSCON,male,Gregg Pollack,,2011
OSCON,male,Gregg Pollack,,2012
OSCON,male,Greg Grossmeier,,2012
OSCON,male,Gregg Sporar,,2007
OSCON,male,Greg Kroah-Hartman,,2007
OSCON,male,Greg Lund-Chaix,,2009
OSCON,male,Gregor J. Rothfuss,,2002
OSCON,male,Gregory Hislop,,2010
OSCON,male,Gregory Miller,,2010
OSCON,male,Gregory Norris,,2009
OSCON,male,Greg Sabino Mullane,,2003
OSCON,male,Greg Sabino Mullane,,2004
OSCON,male,Greg Stein,,2002
OSCON,male,Greg Stein,,2003
OSCON,male,Greg Stein,,2004
OSCON,male,Greg Stein,,2005
OSCON,male,Greg Stein,,2006
OSCON,male,Greg Stein,,2007
OSCON,male,Greg Watson,,2007
OSCON,male,Greg Watson,,2008
OSCON,male,Guido van Rossum,,2001
OSCON,male,Guido van Rossum,,2002
OSCON,male,Guido van Rossum,,2004
OSCON,male,Guido van Rossum,,2005
OSCON,male,Guido van Rossum,,2006
OSCON,male,Guido van Rossum,,2007
OSCON,male,Guillermo Rauch,,2011
OSCON,male,Gunnar  Hellekson,,2009
OSCON,male,Gunnar  Hellekson,,2012
OSCON,male,Gunther Birznieks,,2001
OSCON,male,Gunther Birznieks,,2002
OSCON,male,Gunther Birznieks,,2003
OSCON,male,Gustavo Franco,,2013
OSCON,male,Gustavo Niemeyer,,2014
OSCON,male,Guy Martin,,2010
OSCON,male,Guy Martin,,2011
OSCON,male,Hadi Hariri,,2012
OSCON,male,Hadi Nahari,,2010
OSCON,male,Haim Dimermanas,,2001
OSCON,male,Hal Roberts,,2005
OSCON,male,Hal Varian,,2001
OSCON,male,Hamish Fraser,,2012
OSCON,male,Hank Janssen,,2008
OSCON,male,Hans Dockter,,2013
OSCON,male,Harold Gottschalk,,2003
OSCON,male,Harold Hannon,,2012
OSCON,male,Harrison Mebane,,2014
OSCON,male,Harry Heymann,,2008
OSCON,male,Harry Percival,,2014
OSCON,male,Heath Johns,,2008
OSCON,male,Helgi Thomar Thorbjoernsson,,2009
OSCON,male,Henning  Dietrich,,2014
OSCON,male,Henrik Ingo,,2011
OSCON,male,Henrik Ingo,,2013
OSCON,male,Henri Muurimaa,,2014
OSCON,male,Henrique Bastos,,2011
OSCON,male,Herman Smith,,2012
